release_date,crop,line_item,value_reported
2019-06-11,wheat,production,1903.0
2019-06-11,wheat,yield,47.6
2019-07-11,corn,ending_stocks,2010.0
2019-07-11,corn,production,13875.0
2019-07-11,corn,yield,176.4
2019-07-11,soybeans,ending_stocks,795.0
2019-07-11,soybeans,production,3845.0
2019-07-11,soybeans,yield,51.6
2019-07-11,wheat,ending_stocks,1000.0
2019-07-11,wheat,production,1921.0
2019-07-11,wheat,yield,50.0
2019-08-12,corn,ending_stocks,2181.0
2019-08-12,corn,production,13901.0
2019-08-12,corn,yield,169.5
2019-08-12,soybeans,ending_stocks,755.0
2019-08-12,soybeans,production,3680.0
2019-08-12,soybeans,yield,48.5
2019-08-12,wheat,ending_stocks,1014.0
2019-08-12,wheat,production,1980.0
2019-08-12,wheat,yield,51.6
2019-09-12,corn,ending_stocks,2190.0
2019-09-12,corn,production,13799.0
2019-09-12,corn,yield,168.2
2019-09-12,soybeans,ending_stocks,640.0
2019-09-12,soybeans,production,3633.0
2019-09-12,soybeans,yield,47.9
2019-09-12,wheat,ending_stocks,1014.0
2019-09-12,wheat,production,1980.0
2019-09-12,wheat,yield,51.6
2019-10-10,corn,ending_stocks,1929.0
2019-10-10,corn,production,13779.0
2019-10-10,corn,yield,168.4
2019-10-10,soybeans,ending_stocks,460.0
2019-10-10,soybeans,production,3550.0
2019-10-10,soybeans,yield,46.9
2019-10-10,wheat,ending_stocks,1043.0
2019-10-10,wheat,production,1962.0
2019-10-10,wheat,yield,51.6
2019-11-08,corn,ending_stocks,1910.0
2019-11-08,corn,production,13661.0
2019-11-08,corn,yield,167.0
2019-11-08,soybeans,ending_stocks,475.0
2019-11-08,soybeans,production,3550.0
2019-11-08,soybeans,yield,46.9
2019-11-08,wheat,ending_stocks,1014.0
2019-11-08,wheat,production,1920.0
2019-11-08,wheat,yield,51.7
2019-12-10,corn,ending_stocks,1910.0
2019-12-10,corn,production,13661.0
2019-12-10,corn,yield,167.0
2019-12-10,soybeans,ending_stocks,475.0
2019-12-10,soybeans,production,3550.0
2019-12-10,soybeans,yield,46.9
2019-12-10,wheat,ending_stocks,974.0
2019-12-10,wheat,production,1920.0
2019-12-10,wheat,yield,51.7
2020-01-10,corn,ending_stocks,1892.0
2020-01-10,corn,production,13692.0
2020-01-10,corn,yield,168.0
2020-01-10,soybeans,ending_stocks,475.0
2020-01-10,soybeans,production,3558.0
2020-01-10,soybeans,yield,47.4
2020-01-10,wheat,ending_stocks,965.0
2020-01-10,wheat,production,1920.0
2020-01-10,wheat,yield,51.7
2020-02-11,corn,ending_stocks,1892.0
2020-02-11,corn,production,13692.0
2020-02-11,corn,yield,168.0
2020-02-11,soybeans,ending_stocks,425.0
2020-02-11,soybeans,production,3558.0
2020-02-11,soybeans,yield,47.4
2020-02-11,wheat,ending_stocks,940.0
2020-02-11,wheat,production,1920.0
2020-02-11,wheat,yield,51.7
2020-03-10,corn,ending_stocks,1892.0
2020-03-10,corn,production,13692.0
2020-03-10,corn,yield,168.0
2020-03-10,soybeans,ending_stocks,425.0
2020-03-10,soybeans,production,3558.0
2020-03-10,soybeans,yield,47.4
2020-03-10,wheat,ending_stocks,940.0
2020-03-10,wheat,production,1920.0
2020-03-10,wheat,yield,51.7
2020-04-09,corn,ending_stocks,2092.0
2020-04-09,corn,production,13692.0
2020-04-09,corn,yield,168.0
2020-04-09,soybeans,ending_stocks,480.0
2020-04-09,soybeans,production,3558.0
2020-04-09,soybeans,yield,47.4
2020-04-09,wheat,ending_stocks,970.0
2020-04-09,wheat,production,1920.0
2020-04-09,wheat,yield,51.7
2020-05-12,corn,ending_stocks,3318.0
2020-05-12,corn,production,15995.0
2020-05-12,corn,yield,167.8
2020-05-12,soybeans,ending_stocks,405.0
2020-05-12,soybeans,production,4125.0
2020-05-12,soybeans,yield,47.4
2020-05-12,wheat,ending_stocks,909.0
2020-05-12,wheat,production,1866.0
2020-05-12,wheat,yield,51.7
2020-06-11,corn,ending_stocks,3323.0
2020-06-11,corn,production,15995.0
2020-06-11,corn,yield,167.4
2020-06-11,soybeans,ending_stocks,395.0
2020-06-11,soybeans,production,4125.0
2020-06-11,soybeans,yield,47.4
2020-06-11,wheat,ending_stocks,925.0
2020-06-11,wheat,production,1877.0
2020-06-11,wheat,yield,51.7
2020-07-10,corn,ending_stocks,2648.0
2020-07-10,corn,production,15000.0
2020-07-10,corn,yield,167.4
2020-07-10,soybeans,ending_stocks,425.0
2020-07-10,soybeans,production,4135.0
2020-07-10,soybeans,yield,47.4
2020-07-10,wheat,ending_stocks,942.0
2020-07-10,wheat,production,1824.0
2020-07-10,wheat,yield,49.7
2020-08-12,corn,ending_stocks,2756.0
2020-08-12,corn,production,15278.0
2020-08-12,corn,yield,181.8
2020-08-12,soybeans,ending_stocks,610.0
2020-08-12,soybeans,production,4425.0
2020-08-12,soybeans,yield,53.3
2020-08-12,wheat,ending_stocks,925.0
2020-08-12,wheat,production,1838.0
2020-08-12,wheat,yield,50.1
2020-09-11,corn,ending_stocks,2503.0
2020-09-11,corn,production,14900.0
2020-09-11,corn,yield,178.5
2020-09-11,soybeans,ending_stocks,460.0
2020-09-11,soybeans,production,4313.0
2020-09-11,soybeans,yield,51.9
2020-09-11,wheat,ending_stocks,925.0
2020-09-11,wheat,production,1838.0
2020-09-11,wheat,yield,50.1
2020-10-09,corn,ending_stocks,2167.0
2020-10-09,corn,production,14722.0
2020-10-09,corn,yield,178.4
2020-10-09,soybeans,ending_stocks,290.0
2020-10-09,soybeans,production,4268.0
2020-10-09,soybeans,yield,51.9
2020-10-09,wheat,ending_stocks,883.0
2020-10-09,wheat,production,1826.0
2020-10-09,wheat,yield,49.7
2020-11-10,corn,ending_stocks,1702.0
2020-11-10,corn,production,14507.0
2020-11-10,corn,yield,175.8
2020-11-10,soybeans,ending_stocks,190.0
2020-11-10,soybeans,production,4170.0
2020-11-10,soybeans,yield,50.7
2020-11-10,wheat,ending_stocks,877.0
2020-11-10,wheat,production,1826.0
2020-11-10,wheat,yield,49.7
2020-12-10,corn,ending_stocks,1702.0
2020-12-10,corn,production,14507.0
2020-12-10,corn,yield,175.8
2020-12-10,soybeans,ending_stocks,175.0
2020-12-10,soybeans,production,4170.0
2020-12-10,soybeans,yield,50.7
2020-12-10,wheat,ending_stocks,862.0
2020-12-10,wheat,production,1826.0
2020-12-10,wheat,yield,49.7
2021-01-12,corn,ending_stocks,1552.0
2021-01-12,corn,production,14182.0
2021-01-12,corn,yield,172.0
2021-01-12,soybeans,ending_stocks,140.0
2021-01-12,soybeans,production,4135.0
2021-01-12,soybeans,yield,50.2
2021-01-12,wheat,ending_stocks,836.0
2021-01-12,wheat,production,1826.0
2021-01-12,wheat,yield,49.7
2021-02-09,corn,ending_stocks,1502.0
2021-02-09,corn,production,14182.0
2021-02-09,corn,yield,172.0
2021-02-09,soybeans,ending_stocks,120.0
2021-02-09,soybeans,production,4135.0
2021-02-09,soybeans,yield,50.2
2021-02-09,wheat,ending_stocks,836.0
2021-02-09,wheat,production,1826.0
2021-02-09,wheat,yield,49.7
2021-03-09,corn,ending_stocks,1502.0
2021-03-09,corn,production,14182.0
2021-03-09,corn,yield,172.0
2021-03-09,soybeans,ending_stocks,120.0
2021-03-09,soybeans,production,4135.0
2021-03-09,soybeans,yield,50.2
2021-03-09,wheat,ending_stocks,836.0
2021-03-09,wheat,production,1826.0
2021-03-09,wheat,yield,49.7
2021-04-09,corn,ending_stocks,1352.0
2021-04-09,corn,production,14182.0
2021-04-09,corn,yield,172.0
2021-04-09,soybeans,ending_stocks,120.0
2021-04-09,soybeans,production,4135.0
2021-04-09,soybeans,yield,50.2
2021-04-09,wheat,ending_stocks,852.0
2021-04-09,wheat,production,1826.0
2021-04-09,wheat,yield,49.7
2021-05-12,corn,ending_stocks,1507.0
2021-05-12,corn,production,14990.0
2021-05-12,corn,yield,172.0
2021-05-12,soybeans,ending_stocks,140.0
2021-05-12,soybeans,production,4405.0
2021-05-12,soybeans,yield,50.2
2021-05-12,wheat,ending_stocks,774.0
2021-05-12,wheat,production,1872.0
2021-05-12,wheat,yield,49.7
2021-06-10,corn,ending_stocks,1357.0
2021-06-10,corn,production,14990.0
2021-06-10,corn,yield,172.0
2021-06-10,soybeans,ending_stocks,155.0
2021-06-10,soybeans,production,4405.0
2021-06-10,soybeans,yield,50.2
2021-06-10,wheat,ending_stocks,770.0
2021-06-10,wheat,production,1898.0
2021-06-10,wheat,yield,49.7
2021-07-12,corn,ending_stocks,1432.0
2021-07-12,corn,production,15165.0
2021-07-12,corn,yield,172.0
2021-07-12,soybeans,ending_stocks,155.0
2021-07-12,soybeans,production,4405.0
2021-07-12,soybeans,yield,50.2
2021-07-12,wheat,ending_stocks,665.0
2021-07-12,wheat,production,1746.0
2021-07-12,wheat,yield,45.8
2021-08-12,corn,ending_stocks,1242.0
2021-08-12,corn,production,14750.0
2021-08-12,corn,yield,174.6
2021-08-12,soybeans,ending_stocks,155.0
2021-08-12,soybeans,production,4339.0
2021-08-12,soybeans,yield,50.0
2021-08-12,wheat,ending_stocks,627.0
2021-08-12,wheat,production,1697.0
2021-08-12,wheat,yield,44.5
2021-09-10,corn,ending_stocks,1408.0
2021-09-10,corn,production,14996.0
2021-09-10,corn,yield,176.3
2021-09-10,soybeans,ending_stocks,185.0
2021-09-10,soybeans,production,4374.0
2021-09-10,soybeans,yield,50.6
2021-09-10,wheat,ending_stocks,615.0
2021-09-10,wheat,production,1697.0
2021-09-10,wheat,yield,44.5
2021-10-12,corn,ending_stocks,1500.0
2021-10-12,corn,production,15019.0
2021-10-12,corn,yield,176.5
2021-10-12,soybeans,ending_stocks,320.0
2021-10-12,soybeans,production,4448.0
2021-10-12,soybeans,yield,51.5
2021-10-12,wheat,ending_stocks,580.0
2021-10-12,wheat,production,1646.0
2021-10-12,wheat,yield,44.3
2021-11-09,corn,ending_stocks,1493.0
2021-11-09,corn,production,15062.0
2021-11-09,corn,yield,177.0
2021-11-09,soybeans,ending_stocks,340.0
2021-11-09,soybeans,production,4425.0
2021-11-09,soybeans,yield,51.2
2021-11-09,wheat,ending_stocks,583.0
2021-11-09,wheat,production,1646.0
2021-11-09,wheat,yield,44.3
2021-12-09,corn,ending_stocks,1493.0
2021-12-09,corn,production,15062.0
2021-12-09,corn,yield,177.0
2021-12-09,soybeans,ending_stocks,340.0
2021-12-09,soybeans,production,4425.0
2021-12-09,soybeans,yield,51.2
2021-12-09,wheat,ending_stocks,598.0
2021-12-09,wheat,production,1646.0
2021-12-09,wheat,yield,44.3
2022-01-12,corn,ending_stocks,1540.0
2022-01-12,corn,production,15115.0
2022-01-12,corn,yield,177.0
2022-01-12,soybeans,ending_stocks,350.0
2022-01-12,soybeans,production,4435.0
2022-01-12,soybeans,yield,51.4
2022-01-12,wheat,ending_stocks,628.0
2022-01-12,wheat,production,1646.0
2022-01-12,wheat,yield,44.3
2022-02-09,corn,ending_stocks,1540.0
2022-02-09,corn,production,15115.0
2022-02-09,corn,yield,177.0
2022-02-09,soybeans,ending_stocks,325.0
2022-02-09,soybeans,production,4435.0
2022-02-09,soybeans,yield,51.4
2022-02-09,wheat,ending_stocks,648.0
2022-02-09,wheat,production,1646.0
2022-02-09,wheat,yield,44.3
2022-03-09,corn,ending_stocks,1440.0
2022-03-09,corn,production,15115.0
2022-03-09,corn,yield,177.0
2022-03-09,soybeans,ending_stocks,285.0
2022-03-09,soybeans,production,4435.0
2022-03-09,soybeans,yield,51.4
2022-03-09,wheat,ending_stocks,653.0
2022-03-09,wheat,production,1646.0
2022-03-09,wheat,yield,44.3
2022-04-08,corn,ending_stocks,1440.0
2022-04-08,corn,production,15115.0
2022-04-08,corn,yield,177.0
2022-04-08,soybeans,ending_stocks,260.0
2022-04-08,soybeans,production,4435.0
2022-04-08,soybeans,yield,51.4
2022-04-08,wheat,ending_stocks,678.0
2022-04-08,wheat,production,1646.0
2022-04-08,wheat,yield,44.3
2022-05-12,corn,ending_stocks,1360.0
2022-05-12,corn,production,14460.0
2022-05-12,corn,yield,177.0
2022-05-12,soybeans,ending_stocks,310.0
2022-05-12,soybeans,production,4640.0
2022-05-12,soybeans,yield,51.4
2022-05-12,wheat,ending_stocks,619.0
2022-05-12,wheat,production,1729.0
2022-05-12,wheat,yield,44.3
2022-06-10,corn,ending_stocks,1400.0
2022-06-10,corn,production,14460.0
2022-06-10,corn,yield,177.0
2022-06-10,soybeans,ending_stocks,280.0
2022-06-10,soybeans,production,4640.0
2022-06-10,soybeans,yield,51.4
2022-06-10,wheat,ending_stocks,627.0
2022-06-10,wheat,production,1737.0
2022-06-10,wheat,yield,44.3
2022-07-12,corn,ending_stocks,1470.0
2022-07-12,corn,production,14505.0
2022-07-12,corn,yield,177.0
2022-07-12,soybeans,ending_stocks,230.0
2022-07-12,soybeans,production,4505.0
2022-07-12,soybeans,yield,51.4
2022-07-12,wheat,ending_stocks,639.0
2022-07-12,wheat,production,1781.0
2022-07-12,wheat,yield,47.3
2022-08-12,corn,ending_stocks,1388.0
2022-08-12,corn,production,14359.0
2022-08-12,corn,yield,175.4
2022-08-12,soybeans,ending_stocks,245.0
2022-08-12,soybeans,production,4531.0
2022-08-12,soybeans,yield,51.9
2022-08-12,wheat,ending_stocks,610.0
2022-08-12,wheat,production,1783.0
2022-08-12,wheat,yield,47.5
2022-09-12,corn,ending_stocks,1219.0
2022-09-12,corn,production,13944.0
2022-09-12,corn,yield,172.5
2022-09-12,soybeans,ending_stocks,200.0
2022-09-12,soybeans,production,4378.0
2022-09-12,soybeans,yield,50.5
2022-09-12,wheat,ending_stocks,610.0
2022-09-12,wheat,production,1783.0
2022-09-12,wheat,yield,47.5
2022-10-12,corn,ending_stocks,1172.0
2022-10-12,corn,production,13895.0
2022-10-12,corn,yield,171.9
2022-10-12,soybeans,ending_stocks,200.0
2022-10-12,soybeans,production,4313.0
2022-10-12,soybeans,yield,49.8
2022-10-12,wheat,ending_stocks,576.0
2022-10-12,wheat,production,1650.0
2022-10-12,wheat,yield,46.5
2022-11-09,corn,ending_stocks,1182.0
2022-11-09,corn,production,13930.0
2022-11-09,corn,yield,172.3
2022-11-09,soybeans,ending_stocks,220.0
2022-11-09,soybeans,production,4346.0
2022-11-09,soybeans,yield,50.2
2022-11-09,wheat,ending_stocks,571.0
2022-11-09,wheat,production,1650.0
2022-11-09,wheat,yield,46.5
2022-12-09,corn,ending_stocks,1257.0
2022-12-09,corn,production,13930.0
2022-12-09,corn,yield,172.3
2022-12-09,soybeans,ending_stocks,220.0
2022-12-09,soybeans,production,4346.0
2022-12-09,soybeans,yield,50.2
2022-12-09,wheat,ending_stocks,571.0
2022-12-09,wheat,production,1650.0
2022-12-09,wheat,yield,46.5
2023-01-12,corn,ending_stocks,1242.0
2023-01-12,corn,production,13730.0
2023-01-12,corn,yield,173.3
2023-01-12,soybeans,ending_stocks,210.0
2023-01-12,soybeans,production,4276.0
2023-01-12,soybeans,yield,49.5
2023-01-12,wheat,ending_stocks,567.0
2023-01-12,wheat,production,1650.0
2023-01-12,wheat,yield,46.5
2023-02-08,corn,ending_stocks,1267.0
2023-02-08,corn,production,13730.0
2023-02-08,corn,yield,173.3
2023-02-08,soybeans,ending_stocks,225.0
2023-02-08,soybeans,production,4276.0
2023-02-08,soybeans,yield,49.5
2023-02-08,wheat,ending_stocks,568.0
2023-02-08,wheat,production,1650.0
2023-02-08,wheat,yield,46.5
2023-03-08,corn,ending_stocks,1342.0
2023-03-08,corn,production,13730.0
2023-03-08,corn,yield,173.3
2023-03-08,soybeans,ending_stocks,210.0
2023-03-08,soybeans,production,4276.0
2023-03-08,soybeans,yield,49.5
2023-03-08,wheat,ending_stocks,568.0
2023-03-08,wheat,production,1650.0
2023-03-08,wheat,yield,46.5
2023-04-11,corn,ending_stocks,1342.0
2023-04-11,corn,production,13730.0
2023-04-11,corn,yield,173.3
2023-04-11,soybeans,ending_stocks,210.0
2023-04-11,soybeans,production,4276.0
2023-04-11,soybeans,yield,49.5
2023-04-11,wheat,ending_stocks,598.0
2023-04-11,wheat,production,1650.0
2023-04-11,wheat,yield,46.5
2023-05-12,corn,ending_stocks,2222.0
2023-05-12,corn,production,15265.0
2023-05-12,corn,yield,173.3
2023-05-12,soybeans,ending_stocks,335.0
2023-05-12,soybeans,production,4510.0
2023-05-12,soybeans,yield,49.5
2023-05-12,wheat,ending_stocks,556.0
2023-05-12,wheat,production,1659.0
2023-05-12,wheat,yield,46.5
2023-06-09,corn,ending_stocks,2257.0
2023-06-09,corn,production,15265.0
2023-06-09,corn,yield,173.3
2023-06-09,soybeans,ending_stocks,350.0
2023-06-09,soybeans,production,4510.0
2023-06-09,soybeans,yield,49.5
2023-06-09,wheat,ending_stocks,562.0
2023-06-09,wheat,production,1665.0
2023-06-09,wheat,yield,46.5
2023-07-12,corn,ending_stocks,2262.0
2023-07-12,corn,production,15320.0
2023-07-12,corn,yield,173.3
2023-07-12,soybeans,ending_stocks,300.0
2023-07-12,soybeans,production,4300.0
2023-07-12,soybeans,yield,49.5
2023-07-12,wheat,ending_stocks,592.0
2023-07-12,wheat,production,1739.0
2023-07-12,wheat,yield,46.1
2023-08-11,corn,ending_stocks,2202.0
2023-08-11,corn,production,15111.0
2023-08-11,corn,yield,175.1
2023-08-11,soybeans,ending_stocks,245.0
2023-08-11,soybeans,production,4205.0
2023-08-11,soybeans,yield,50.9
2023-08-11,wheat,ending_stocks,615.0
2023-08-11,wheat,production,1734.0
2023-08-11,wheat,yield,45.8
2023-09-12,corn,ending_stocks,2221.0
2023-09-12,corn,production,15134.0
2023-09-12,corn,yield,173.8
2023-09-12,soybeans,ending_stocks,220.0
2023-09-12,soybeans,production,4146.0
2023-09-12,soybeans,yield,50.1
2023-09-12,wheat,ending_stocks,615.0
2023-09-12,wheat,production,1734.0
2023-09-12,wheat,yield,45.8
2023-10-12,corn,ending_stocks,2111.0
2023-10-12,corn,production,15064.0
2023-10-12,corn,yield,173.0
2023-10-12,soybeans,ending_stocks,220.0
2023-10-12,soybeans,production,4104.0
2023-10-12,soybeans,yield,49.6
2023-10-12,wheat,ending_stocks,670.0
2023-10-12,wheat,production,1812.0
2023-10-12,wheat,yield,48.6
2023-11-09,corn,ending_stocks,2156.0
2023-11-09,corn,production,15234.0
2023-11-09,corn,yield,174.9
2023-11-09,soybeans,ending_stocks,245.0
2023-11-09,soybeans,production,4129.0
2023-11-09,soybeans,yield,49.9
2023-11-09,wheat,ending_stocks,684.0
2023-11-09,wheat,production,1812.0
2023-11-09,wheat,yield,48.6
2023-12-08,corn,ending_stocks,2131.0
2023-12-08,corn,production,15234.0
2023-12-08,corn,yield,174.9
2023-12-08,soybeans,ending_stocks,245.0
2023-12-08,soybeans,production,4129.0
2023-12-08,soybeans,yield,49.9
2023-12-08,wheat,ending_stocks,659.0
2023-12-08,wheat,production,1812.0
2023-12-08,wheat,yield,48.6
2024-01-12,corn,ending_stocks,2162.0
2024-01-12,corn,production,15342.0
2024-01-12,corn,yield,177.3
2024-01-12,soybeans,ending_stocks,280.0
2024-01-12,soybeans,production,4165.0
2024-01-12,soybeans,yield,50.6
2024-01-12,wheat,ending_stocks,648.0
2024-01-12,wheat,production,1812.0
2024-01-12,wheat,yield,48.6
2024-02-08,corn,ending_stocks,2172.0
2024-02-08,corn,production,15342.0
2024-02-08,corn,yield,177.3
2024-02-08,soybeans,ending_stocks,315.0
2024-02-08,soybeans,production,4165.0
2024-02-08,soybeans,yield,50.6
2024-02-08,wheat,ending_stocks,658.0
2024-02-08,wheat,production,1812.0
2024-02-08,wheat,yield,48.6
2024-03-08,corn,ending_stocks,2172.0
2024-03-08,corn,production,15342.0
2024-03-08,corn,yield,177.3
2024-03-08,soybeans,ending_stocks,315.0
2024-03-08,soybeans,production,4165.0
2024-03-08,soybeans,yield,50.6
2024-03-08,wheat,ending_stocks,673.0
2024-03-08,wheat,production,1812.0
2024-03-08,wheat,yield,48.6
2024-04-11,corn,ending_stocks,2122.0
2024-04-11,corn,production,15342.0
2024-04-11,corn,yield,177.3
2024-04-11,soybeans,ending_stocks,340.0
2024-04-11,soybeans,production,4165.0
2024-04-11,soybeans,yield,50.6
2024-04-11,wheat,ending_stocks,698.0
2024-04-11,wheat,production,1812.0
2024-04-11,wheat,yield,48.6
2024-05-10,corn,ending_stocks,2102.0
2024-05-10,corn,production,14860.0
2024-05-10,corn,yield,177.3
2024-05-10,soybeans,ending_stocks,445.0
2024-05-10,soybeans,production,4450.0
2024-05-10,soybeans,yield,50.6
2024-05-10,wheat,ending_stocks,766.0
2024-05-10,wheat,production,1858.0
2024-05-10,wheat,yield,48.6
2024-06-12,corn,ending_stocks,2102.0
2024-06-12,corn,production,14860.0
2024-06-12,corn,yield,177.3
2024-06-12,soybeans,ending_stocks,455.0
2024-06-12,soybeans,production,4450.0
2024-06-12,soybeans,yield,50.6
2024-06-12,wheat,ending_stocks,758.0
2024-06-12,wheat,production,1875.0
2024-06-12,wheat,yield,48.6
2024-07-12,corn,ending_stocks,2097.0
2024-07-12,corn,production,15100.0
2024-07-12,corn,yield,177.3
2024-07-12,soybeans,ending_stocks,435.0
2024-07-12,soybeans,production,4435.0
2024-07-12,soybeans,yield,50.6
2024-07-12,wheat,ending_stocks,856.0
2024-07-12,wheat,production,2008.0
2024-07-12,wheat,yield,51.8
2024-08-12,corn,ending_stocks,2073.0
2024-08-12,corn,production,15147.0
2024-08-12,corn,yield,183.1
2024-08-12,soybeans,ending_stocks,560.0
2024-08-12,soybeans,production,4589.0
2024-08-12,soybeans,yield,53.2
2024-08-12,wheat,ending_stocks,828.0
2024-08-12,wheat,production,1982.0
2024-08-12,wheat,yield,52.2
2024-09-12,corn,ending_stocks,2057.0
2024-09-12,corn,production,15186.0
2024-09-12,corn,yield,183.6
2024-09-12,soybeans,ending_stocks,550.0
2024-09-12,soybeans,production,4586.0
2024-09-12,soybeans,yield,53.2
2024-09-12,wheat,ending_stocks,828.0
2024-09-12,wheat,production,1982.0
2024-09-12,wheat,yield,52.2
2024-10-11,corn,ending_stocks,1999.0
2024-10-11,corn,production,15203.0
2024-10-11,corn,yield,183.8
2024-10-11,soybeans,ending_stocks,550.0
2024-10-11,soybeans,production,4582.0
2024-10-11,soybeans,yield,53.1
2024-10-11,wheat,ending_stocks,812.0
2024-10-11,wheat,production,1971.0
2024-10-11,wheat,yield,51.2
2024-11-08,corn,ending_stocks,1938.0
2024-11-08,corn,production,15143.0
2024-11-08,corn,yield,183.1
2024-11-08,soybeans,ending_stocks,470.0
2024-11-08,soybeans,production,4461.0
2024-11-08,soybeans,yield,51.7
2024-11-08,wheat,ending_stocks,815.0
2024-11-08,wheat,production,1971.0
2024-11-08,wheat,yield,51.2
2024-12-10,corn,ending_stocks,1738.0
2024-12-10,corn,production,15143.0
2024-12-10,corn,yield,183.1
2024-12-10,soybeans,ending_stocks,470.0
2024-12-10,soybeans,production,4461.0
2024-12-10,soybeans,yield,51.7
2024-12-10,wheat,ending_stocks,795.0
2024-12-10,wheat,production,1971.0
2024-12-10,wheat,yield,51.2
